Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Postal Code,Sales,Quantity,Discount,Profit
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,OFF-BI-10000773,80027,12.03,5,0.7,-9.223
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,TEC-MA-10000822,80027,2549.985,5,0.7,-3399.98
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,OFF-BI-10001543,80027,21.594,2,0.7,-15.8356
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,OFF-BI-10003355,80027,8.964,6,0.7,-6.5736
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,OFF-PA-10002005,80027,20.736,4,0.2,7.2576
US-2015-138919,2015-09-17,2015-09-21,Standard Class,LS-16975,FUR-TA-10004154,10035,344.22,2,0.4,-103.266
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,OFF-ST-10002743,78577,727.296,8,0.2,-172.7328
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,FUR-FU-10004973,78577,22.608,3,0.6,-10.1736
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,TEC-AC-10002842,78577,666.4,7,0.2,-33.32
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-FA-10002701,84084,5.04,3,0.0,0.2016
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-PA-10001125,84084,92.94,3,0.0,41.823
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,FUR-FU-10004090,84084,66.69,3,0.0,22.0077
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-BI-10001510,84084,91.68,5,0.2,28.65
CA-2017-124674,2017-11-17,2017-11-23,Standard Class,JB-16000,FUR-BO-10002202,78521,327.7328,2,0.32,-14.4588
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,OFF-BI-10001922,10011,52.272,11,0.2,17.6418
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,OFF-PA-10001667,10011,17.94,3,0.0,8.073
CA-2017-169054,2017-04-22,2017-04-26,Standard Class,MO-17800,FUR-FU-10001488,19140,254.352,3,0.2,0.0
CA-2014-106719,2014-08-24,2014-08-24,Same Day,RB-19645,OFF-BI-10002799,59102,8.288,2,0.2,2.6936
CA-2017-116855,2017-12-17,2017-12-21,Standard Class,AI-10855,FUR-CH-10003846,23320,504.9,5,0.0,80.784
US-2016-164189,2016-03-24,2016-03-28,Standard Class,DR-12880,TEC-PH-10003691,97030,403.168,4,0.2,25.198
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,FUR-BO-10000468,48146,194.32,4,0.0,31.0912
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,OFF-AR-10001044,48146,25.99,1,0.0,7.5371
US-2016-114293,2016-11-21,2016-11-26,Standard Class,JH-16180,FUR-CH-10003833,97030,195.136,4,0.2,-12.196
CA-2017-134173,2017-09-16,2017-09-21,Standard Class,AB-10060,OFF-PA-10004355,19143,20.736,4,0.2,7.2576
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,TEC-AC-10003038,71203,53.7,6,0.0,10.203
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,OFF-BI-10002799,71203,36.26,7,0.0,16.6796
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,OFF-AR-10003582,71203,56.3,2,0.0,15.764
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,OFF-PA-10004451,71203,32.4,5,0.0,15.552
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,FUR-FU-10004666,71203,29.16,2,0.0,10.7892
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,AS-10045,FUR-TA-10001520,91104,171.288,3,0.2,-6.4233
US-2016-147991,2016-05-05,2016-05-09,Standard Class,ZD-21925,FUR-FU-10004270,37421,16.72,5,0.2,3.344
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,OFF-PA-10003172,90805,12.96,2,0.0,6.2208
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,OFF-EN-10002312,90805,22.18,2,0.0,10.8682
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,FUR-CH-10002320,90805,2054.272,8,0.2,256.784
CA-2015-135174,2015-04-30,2015-05-02,Second Class,BP-11230,TEC-PH-10001530,45373,1022.97,5,0.4,-255.7425
CA-2017-125290,2017-11-06,2017-11-10,Second Class,CC-12430,OFF-AR-10001216,55407,13.9,5,0.0,3.614
CA-2017-125290,2017-11-06,2017-11-10,Second Class,CC-12430,OFF-PA-10003127,55407,26.38,1,0.0,12.1348
CA-2014-137351,2014-09-30,2014-10-04,Standard Class,DB-13615,OFF-BI-10003910,98105,43.176,7,0.2,13.4925
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,FUR-TA-10004534,31907,411.8,2,0.0,70.006
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,TEC-AC-10000892,31907,360.0,4,0.0,129.6
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,FUR-FU-10003247,83642,41.96,2,0.0,2.9372
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,OFF-AP-10004336,83642,227.84,4,0.0,66.0736
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,OFF-PA-10001295,83642,37.94,2,0.0,18.2112
CA-2016-128517,2016-04-09,2016-04-14,Second Class,SW-20350,TEC-PH-10002555,48227,517.9,2,0.0,134.654
CA-2016-128517,2016-04-09,2016-04-14,Second Class,SW-20350,OFF-BI-10000831,48227,5.28,2,0.0,2.4288
US-2015-100377,2015-08-28,2015-09-01,Standard Class,TS-21370,TEC-CO-10001046,60623,2799.96,5,0.2,874.9875
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,OFF-EN-10002973,94110,8.96,2,0.0,4.3008
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,OFF-LA-10001641,94110,31.5,10,0.0,15.12
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,FUR-FU-10003878,94110,30.56,2,0.0,10.3904
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,FUR-TA-10003837,94110,24.368,2,0.2,-3.3506
CA-2016-144554,2016-11-07,2016-11-12,Standard Class,DM-13345,TEC-AC-10002800,43055,119.976,3,0.2,22.4955
CA-2017-127621,2017-03-03,2017-03-07,Standard Class,RE-19450,OFF-PA-10001307,75081,26.88,8,0.2,9.744
CA-2015-145184,2015-11-27,2015-11-29,First Class,JD-16150,TEC-PH-10002350,19711,83.97,3,0.0,23.5116
CA-2015-145184,2015-11-27,2015-11-29,First Class,JD-16150,TEC-AC-10000397,19711,104.97,3,0.0,7.3479
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,OFF-ST-10000615,87105,90.8,8,0.0,25.424
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,TEC-PH-10004531,87105,140.736,8,0.2,49.2576
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,TEC-AC-10004001,87105,214.95,5,0.0,88.1295
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,OFF-PA-10001534,87105,45.36,7,0.0,21.7728
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,OFF-PA-10001815,87105,288.24,6,0.0,138.3552
US-2017-120089,2017-11-30,2017-11-30,Same Day,ML-17755,OFF-AP-10003779,43615,663.936,4,0.2,82.992
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,OFF-ST-10002011,19711,2934.33,7,0.0,792.2691
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,FUR-FU-10002379,19711,124.41,3,0.0,14.9292
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,OFF-AR-10003752,19711,57.75,5,0.0,26.565
CA-2016-125206,2016-01-03,2016-01-05,First Class,LR-16915,OFF-ST-10003692,90045,114.46,2,0.0,28.615
CA-2015-126137,2015-10-03,2015-10-08,Standard Class,BS-11755,FUR-BO-10004409,90032,120.666,2,0.15,18.4548
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,OFF-ST-10003306,75217,342.864,3,0.2,38.5722
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,FUR-FU-10003724,75217,16.74,5,0.6,-14.229
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,FUR-CH-10002024,75217,981.372,2,0.3,-140.196
CA-2014-104780,2014-05-21,2014-05-25,Standard Class,BT-11530,OFF-AR-10003514,92037,31.84,8,0.0,10.5072
CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,OFF-PA-10001800,92307,12.96,2,0.0,6.2208
CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,TEC-PH-10003589,92307,43.176,3,0.2,15.1116
US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,OFF-BI-10003364,40214,58.34,2,0.0,28.0032
US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,TEC-PH-10002834,40214,539.97,3,0.0,134.9925
CA-2014-100328,2014-01-28,2014-02-03,Standard Class,JC-15340,OFF-BI-10000343,10024,3.928,1,0.2,1.3257
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,OFF-BI-10004584,77070,252.784,4,0.8,-417.0936
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,TEC-AC-10002402,77070,127.984,2,0.2,15.998
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,FUR-FU-10000550,77070,3.984,2,0.6,-2.6892
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,OFF-AP-10000055,77070,12.992,2,0.8,-32.48
US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,FUR-FU-10001591,42420,61.0,5,0.0,25.62
US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,TEC-PH-10000526,42420,671.93,7,0.0,188.1404
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,OFF-BI-10001071,19711,447.86,7,0.0,219.4514
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,TEC-PH-10001557,19711,479.95,5,0.0,129.5865
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,OFF-PA-10001977,19711,166.44,3,0.0,79.8912
CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-SU-10004231,60440,31.68,4,0.2,2.772
CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-PA-10000809,60440,10.368,2,0.2,3.6288
CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-FA-10003021,60440,12.032,8,0.2,2.256
CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-AP-10000696,60440,5.768,2,0.8,-13.5548
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,OFF-LA-10001158,76106,33.12,4,0.2,11.592
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,FUR-BO-10002268,76106,220.2656,4,0.32,-42.1096
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,OFF-BI-10000829,10024,10.776,3,0.2,3.5022
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,FUR-BO-10003441,10024,242.352,3,0.2,9.0882
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,OFF-SU-10003505,2908,695.16,6,0.0,34.758
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,FUR-BO-10003660,2908,220.98,1,0.0,50.8254
CA-2016-124562,2016-12-08,2016-12-12,Standard Class,JP-16135,OFF-BI-10001267,43229,12.957,7,0.7,-9.5018
US-2017-140074,2017-03-23,2017-03-29,Standard Class,EC-14050,OFF-PA-10002741,10024,25.68,6,0.0,11.556
CA-2016-103037,2016-07-25,2016-07-29,Standard Class,KH-16630,OFF-LA-10004345,77070,15.712,4,0.2,5.6956
CA-2017-127460,2017-07-10,2017-07-14,Standard Class,FG-14260,OFF-ST-10004340,60505,298.464,6,0.2,26.1156
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,OFF-PA-10001471,65807,21.93,3,0.0,10.0878
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,OFF-ST-10002344,65807,242.94,3,0.0,4.8588
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,OFF-PA-10001892,65807,7.64,1,0.0,3.7436
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,OFF-PA-10001934,65807,51.84,8,0.0,25.4016
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,OFF-ST-10000078,65807,265.17,1,0.0,47.7306
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,TEC-MA-10001972,98105,837.6,3,0.2,62.82
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,OFF-EN-10002504,98105,135.9,5,0.0,63.873
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,OFF-PA-10002160,98105,34.68,6,0.0,16.9932
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,FUR-CH-10001973,98105,532.704,6,0.2,-39.9528
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,OFF-AP-10001492,98105,43.1,5,0.0,11.206
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,OFF-SU-10002189,98105,15.88,4,0.0,0.1588
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,FUR-CH-10003312,33801,1123.92,5,0.2,-182.637
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,TEC-PH-10002496,33801,249.584,2,0.2,31.198
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,FUR-FU-10003464,33801,48.672,3,0.2,7.3008
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-AR-10000380,33801,60.768,2,0.2,7.596
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-BI-10004593,33801,78.6,5,0.7,-62.88
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-BI-10001308,33801,3.768,2,0.7,-3.14
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-ST-10001780,33801,1036.624,2,0.2,51.8312
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-ST-10003816,33801,563.808,4,0.2,21.1428
CA-2017-149895,2017-09-08,2017-09-12,Standard Class,EB-14110,TEC-PH-10002200,19134,258.528,2,0.4,-47.3968
CA-2017-147564,2017-10-02,2017-10-06,Standard Class,BP-11155,OFF-PA-10004438,10011,49.12,4,0.0,23.0864
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,FUR-FU-10004090,90049,44.46,2,0.0,14.6718
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,FUR-CH-10002602,90049,241.568,2,0.2,18.1176
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,TEC-AC-10001142,90049,395.0,5,0.0,39.5
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,TEC-PH-10004977,90049,627.168,4,0.2,70.5564
CA-2014-107916,2014-08-24,2014-08-26,First Class,JP-15460,FUR-FU-10004586,11572,13.28,2,0.0,6.3744
CA-2014-107916,2014-08-24,2014-08-26,First Class,JP-15460,OFF-BI-10001116,11572,12.672,3,0.2,4.4352
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,OFF-BI-10000666,75081,30.56,5,0.8,-45.84
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,OFF-ST-10002583,75081,77.952,3,0.2,-15.5904
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,TEC-PH-10004908,75081,67.992,1,0.2,8.499
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,OFF-EN-10001219,75081,12.224,2,0.2,4.4312
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,TEC-AC-10004568,75081,44.784,2,0.2,-0.5598
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,FUR-FU-10001756,75081,22.848,3,0.6,-17.7072
CA-2015-112557,2015-04-25,2015-04-28,First Class,JL-15850,OFF-AP-10002311,10035,206.43,3,0.0,90.8292
US-2014-122959,2014-12-12,2014-12-12,Same Day,CY-12745,OFF-BI-10003650,78207,210.392,2,0.8,-336.6272
CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,TEC-AC-10003628,45231,119.96,5,0.2,35.988
CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,OFF-AR-10001547,45231,10.608,6,0.2,0.9282
US-2016-148110,2016-09-05,2016-09-11,Standard Class,AR-10825,FUR-CH-10002647,78745,347.802,7,0.3,-24.843
CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,FUR-CH-10004495,98105,963.136,4,0.2,108.3528
CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,TEC-PH-10002923,98105,88.776,3,0.2,7.7679
CA-2014-109218,2014-06-30,2014-07-03,Second Class,AR-10825,OFF-AR-10001374,90004,32.4,5,0.0,10.368
CA-2016-120558,2016-06-07,2016-06-10,First Class,RD-19810,OFF-PA-10003441,10035,32.4,5,0.0,15.552
US-2014-109036,2014-12-20,2014-12-25,Standard Class,KH-16510,OFF-LA-10002043,98103,31.05,3,0.0,14.904
CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-AC-10002049,43055,2025.36,6,0.2,607.608
CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-MA-10000418,43055,1799.994,2,0.7,-2639.9912
CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-PH-10004908,43055,101.988,2,0.4,-16.998
CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,FUR-FU-10004091,43055,262.864,7,0.2,69.0018
CA-2017-150497,2017-07-20,2017-07-24,Standard Class,SM-20950,OFF-BI-10004600,55369,735.98,2,0.0,331.191
CA-2014-128986,2014-08-03,2014-08-05,Second Class,GH-14410,OFF-PA-10001289,85301,93.024,3,0.2,33.7212
CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,FUR-TA-10001539,10009,284.364,2,0.4,-75.8304
CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,TEC-AC-10001266,10009,26.0,2,0.0,11.7
US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,OFF-ST-10001291,28540,67.64,5,0.2,5.9185
US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,TEC-AC-10001314,28540,119.976,3,0.2,-17.9964
US-2014-150924,2014-09-12,2014-09-16,Second Class,PT-19090,OFF-BI-10004040,77070,5.18,5,0.8,-8.029
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,OFF-EN-10001539,94109,15.56,2,0.0,7.3132
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,OFF-EN-10004483,94109,78.35,5,0.0,36.8245
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,OFF-AR-10001615,94109,59.52,3,0.0,15.4752
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,OFF-PA-10000327,94109,38.52,9,0.0,17.334
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,TEC-PH-10001299,94109,239.984,2,0.2,23.9984
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,OFF-PA-10002246,94109,19.35,3,0.0,9.4815
CA-2016-146682,2016-10-29,2016-10-31,First Class,KW-16435,FUR-FU-10002671,48911,67.0,5,0.0,32.16
CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,FUR-CH-10003833,32303,390.272,8,0.2,-24.392
CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,OFF-PA-10001667,32303,62.192,13,0.2,19.435
CA-2017-107461,2017-12-21,2017-12-26,Second Class,PK-19075,OFF-BI-10002003,29203,23.88,6,0.0,11.2236
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,OFF-BI-10004465,60623,3.168,2,0.8,-4.752
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,FUR-CH-10000665,60623,528.43,5,0.3,0.0
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,OFF-AR-10004956,60623,13.392,3,0.2,1.5066
CA-2017-157483,2017-11-11,2017-11-18,Standard Class,EP-13915,OFF-AR-10004260,48227,181.86,7,0.0,50.9208
US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,FUR-BO-10001811,80525,180.588,2,0.7,-240.784
US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,TEC-AC-10003280,80525,47.984,2,0.2,0.5998
CA-2017-122280,2017-09-10,2017-09-10,Same Day,SH-20395,OFF-PA-10004911,10024,18.76,2,0.0,9.0048
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,FUR-FU-10001487,10011,20.94,3,0.0,6.0726
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,FUR-FU-10000521,10011,58.68,2,0.0,18.1908
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,OFF-AP-10001271,10011,254.9,5,0.0,68.823
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,OFF-BI-10004728,21044,9.64,2,0.0,4.4344
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,TEC-AC-10004666,21044,826.62,3,0.0,355.4466
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,OFF-ST-10003208,21044,1633.14,9,0.0,473.6106
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,OFF-ST-10003208,21044,544.38,3,0.0,157.8702
CA-2014-123498,2014-11-07,2014-11-09,First Class,TC-20980,OFF-BI-10000632,77041,26.046,3,0.8,-44.2782
CA-2014-123498,2014-11-07,2014-11-09,First Class,TC-20980,OFF-EN-10004773,77041,74.352,3,0.2,26.9526
CA-2017-159352,2017-03-12,2017-03-17,Standard Class,KB-16585,TEC-PH-10004700,1852,69.93,7,0.0,32.1678
US-2017-146416,2017-10-20,2017-10-22,Second Class,JE-16165,OFF-LA-10003714,95695,3.75,1,0.0,1.8
US-2017-146416,2017-10-20,2017-10-22,Second Class,JE-16165,OFF-BI-10001787,95695,20.928,4,0.2,7.5864
US-2015-163783,2015-12-27,2016-01-01,Standard Class,DR-12940,OFF-ST-10002957,60610,12.672,3,0.2,-3.168
CA-2017-123981,2017-10-02,2017-10-08,Standard Class,RW-19630,TEC-PH-10002115,10035,65.99,1,0.0,17.1574
CA-2017-158953,2017-06-04,2017-06-08,Standard Class,ML-18040,OFF-BI-10002557,77489,6.37,7,0.8,-9.555
CA-2014-165428,2014-09-01,2014-09-04,First Class,JL-15130,OFF-BI-10002949,77036,3.648,3,0.8,-6.0192
CA-2014-165428,2014-09-01,2014-09-04,First Class,JL-15130,OFF-PA-10004100,77036,31.104,6,0.2,10.8864
CA-2016-169026,2016-08-08,2016-08-13,Standard Class,CM-12655,OFF-FA-10001883,39212,23.34,3,0.0,0.2334
CA-2017-109750,2017-07-22,2017-07-28,Standard Class,FH-14365,TEC-PH-10000702,10009,29.97,3,0.0,14.0859
CA-2015-149384,2015-07-10,2015-07-10,Same Day,EH-13945,OFF-BI-10003196,85281,3.366,3,0.7,-2.244
CA-2014-131527,2014-12-01,2014-12-07,Standard Class,TB-21280,TEC-PH-10001644,28540,95.968,4,0.2,9.5968
CA-2017-164000,2017-12-18,2017-12-22,Standard Class,AH-10030,OFF-AR-10003183,19134,18.704,7,0.2,2.338
CA-2014-164224,2014-05-18,2014-05-20,Second Class,TT-21070,FUR-FU-10000308,44312,149.232,3,0.2,3.7308
CA-2014-164224,2014-05-18,2014-05-20,Second Class,TT-21070,OFF-PA-10001526,44312,15.936,4,0.2,5.7768
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,TEC-PH-10002103,92037,601.536,8,0.2,60.1536
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,TEC-AC-10004209,92037,10.99,1,0.0,4.2861
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,FUR-FU-10000397,92037,39.88,2,0.0,11.1664
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,OFF-PA-10002137,92037,62.24,8,0.0,28.008
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,FUR-FU-10001867,92037,53.2,5,0.0,14.896
CA-2014-158372,2014-11-10,2014-11-16,Standard Class,RD-19900,OFF-LA-10000407,92037,39.84,8,0.0,18.3264
CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,TEC-AC-10000420,93727,349.95,5,0.0,118.983
CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,TEC-PH-10002726,93727,377.928,9,0.2,141.723
US-2017-108245,2017-09-22,2017-09-27,Standard Class,SH-19975,OFF-EN-10001415,77581,13.392,3,0.2,5.022
US-2017-108245,2017-09-22,2017-09-27,Standard Class,SH-19975,OFF-BI-10000773,77581,11.228,7,0.8,-18.5262
CA-2014-142314,2014-12-23,2014-12-28,Standard Class,SF-20200,OFF-AP-10002350,47374,207.24,11,0.0,58.0272
CA-2016-132409,2016-05-26,2016-06-01,Standard Class,TH-21235,OFF-AR-10001919,19134,1.504,1,0.2,0.1692
CA-2016-132409,2016-05-26,2016-06-01,Standard Class,TH-21235,OFF-AP-10002082,19134,34.848,2,0.2,6.534
CA-2017-150189,2017-07-08,2017-07-10,First Class,VG-21790,OFF-LA-10002762,94403,75.18,6,0.0,35.3346
CA-2014-114433,2014-05-13,2014-05-17,Standard Class,NP-18325,TEC-AC-10002800,94601,149.97,3,0.0,52.4895
CA-2017-104640,2017-11-10,2017-11-16,Standard Class,FH-14275,OFF-BI-10003925,10024,931.176,3,0.2,314.2719
CA-2017-104640,2017-11-10,2017-11-16,Standard Class,FH-14275,TEC-PH-10002200,10024,430.88,2,0.0,124.9552
US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,OFF-PA-10001295,8701,94.85,5,0.0,45.528
US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,OFF-EN-10002500,8701,51.12,4,0.0,23.004
US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,TEC-AC-10000892,8701,90.0,1,0.0,32.4
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,OFF-PA-10001838,85281,9.408,2,0.2,3.4104
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,OFF-FA-10000735,85281,4.672,2,0.2,1.46
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,TEC-PH-10001760,85281,318.4,2,0.2,107.46
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,OFF-EN-10004846,85281,12.768,6,0.2,4.6284
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,OFF-SU-10003567,85281,15.36,2,0.2,-3.264
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,TEC-PH-10001557,85281,230.376,3,0.2,20.1579
CA-2014-108189,2014-10-02,2014-10-05,First Class,ES-14080,TEC-AC-10003038,85281,7.16,1,0.2,-0.0895
CA-2014-154641,2014-08-11,2014-08-16,Standard Class,KL-16645,OFF-ST-10004459,10035,375.34,1,0.0,18.767
